月份,上海市,云南省,内蒙古自治区,北京市,台湾省,吉林省,四川省,天津市,宁夏回族自治区,安徽省,山东省,山西省,广东省,广西壮族自治区,新疆维吾尔自治区,江苏省,江西省,河北省,河南省,浙江省,海南省,湖北省,湖南省,澳门特别行政区,甘肃省,福建省,西藏自治区,贵州省,辽宁省,重庆市,陕西省,青海省,香港特别行政区,黑龙江省
2020-01,141.80645161290323,113.35483870967742,99.93103448275862,186.1290322580645,57.0,96.96666666666668,162.61290322580646,117.06896551724138,73.42105263157895,121.19354838709675,180.2258064516129,122.90322580645162,196.6451612903226,119.90322580645162,86.45454545454545,188.29032258064515,121.35483870967742,147.74193548387098,154.6451612903226,163.8709677419355,90.2608695652174,129.67741935483872,138.32258064516128,57.0,87.82758620689656,134.74193548387098,57.125,106.83870967741936,128.8709677419355,123.70967741935485,134.1290322580645,72.46666666666667,64.44444444444444,96.35483870967742
2020-02,146.82758620689654,127.27586206896552,112.55172413793105,177.55172413793105,58.0,109.71428571428572,166.0344827586207,119.93103448275862,74.61904761904762,137.3793103448276,182.31034482758625,144.3793103448276,194.20689655172413,119.96551724137932,86.76923076923077,175.9655172413793,120.58620689655172,167.82758620689654,171.0344827586207,183.06896551724137,77.32,144.9655172413793,140.3793103448276,,103.21428571428572,143.31034482758622,57.333333333333336,112.03448275862068,131.06896551724137,130.89655172413794,135.17241379310346,69.66666666666667,57.5,118.3793103448276
2020-03,169.25806451612902,139.32258064516128,121.2258064516129,200.3548387096774,57.0,118.4516129032258,186.0967741935484,114.51612903225806,79.79310344827586,151.25806451612902,200.0967741935484,155.5483870967742,231.4193548387097,134.48387096774192,109.33333333333331,202.2258064516129,138.93548387096774,173.48387096774192,185.9032258064516,233.80645161290323,85.70370370370371,160.6451612903226,146.70967741935485,58.0,115.58064516129032,150.19354838709677,77.23809523809524,136.38709677419354,154.25806451612902,144.29032258064515,141.3548387096774,78.75,62.90909090909091,135.19354838709677
2020-04,168.26666666666668,134.9,131.56666666666666,223.26666666666668,57.0,121.26666666666668,195.63333333333333,128.16666666666666,79.37931034482759,152.9,207.9,148.23333333333332,250.13333333333333,130.83333333333334,119.73333333333332,204.76666666666668,146.9,174.9,185.36666666666667,205.4,87.29629629629629,151.0,148.43333333333334,57.0,113.63333333333334,162.36666666666667,70.26315789473684,130.6,154.16666666666666,139.03333333333333,143.73333333333332,84.32,70.0,132.96666666666667
2020-05,167.16129032258064,137.48387096774192,125.93548387096774,218.93548387096772,57.0,121.0,216.6451612903226,119.58064516129032,82.72,150.51612903225808,201.2258064516129,152.1290322580645,247.70967741935485,137.4516129032258,109.46666666666668,213.93548387096772,137.6451612903226,196.5483870967742,188.03225806451613,226.6451612903226,92.13333333333334,154.4516129032258,147.06451612903226,57.0,108.80645161290325,156.8709677419355,68.875,129.32258064516128,150.1290322580645,135.61290322580646,147.5806451612903,73.88461538461539,58.76923076923077,133.5806451612903
2020-06,169.13333333333333,148.36666666666667,141.4,249.4333333333333,57.0,121.73333333333332,214.96666666666667,135.36666666666667,88.03571428571429,163.26666666666668,229.06666666666663,158.06666666666666,256.5,146.63333333333333,114.66666666666669,256.8333333333333,148.56666666666666,174.66666666666666,192.2333333333333,218.46666666666667,98.79310344827586,165.06666666666666,157.46666666666667,57.0,114.4,164.2,65.3913043478261,130.16666666666666,153.26666666666668,154.86666666666667,160.86666666666667,85.46153846153847,57.0,135.96666666666667
2020-07,154.74193548387098,132.2258064516129,116.19354838709675,196.1290322580645,57.0,101.5483870967742,169.25806451612902,117.2258064516129,72.33333333333333,138.83870967741936,185.29032258064515,142.3548387096774,208.16129032258064,129.25806451612902,89.96551724137932,192.29032258064515,120.16129032258064,151.83870967741936,162.06451612903226,179.1290322580645,95.20689655172414,133.32258064516128,137.38709677419354,57.0,108.6774193548387,141.09677419354838,78.58823529411765,121.35483870967742,132.4193548387097,131.25806451612902,135.3548387096774,77.73333333333333,57.57142857142857,109.09677419354838
2020-08,140.96774193548387,103.7,90.19354838709675,163.83870967741936,,89.45161290322581,146.70967741935485,103.19354838709675,68.21739130434783,123.25806451612904,168.51612903225808,112.03225806451611,191.83870967741936,103.6774193548387,89.39285714285714,177.70967741935485,105.19354838709675,148.1290322580645,142.38709677419354,164.2258064516129,76.96428571428571,123.0,117.93548387096774,57.0,93.3,123.64516129032258,57.333333333333336,96.03225806451611,110.80645161290325,106.4516129032258,119.19354838709675,58.5,57.66666666666666,97.70967741935485
2020-09,177.26666666666668,133.53333333333333,112.0,228.06666666666663,57.0,112.8,182.16666666666663,128.26666666666668,81.4090909090909,137.93333333333334,183.56666666666663,136.4,227.53333333333333,133.0,85.0,208.13333333333333,127.5,155.3,161.9,187.3,82.1923076923077,161.7,137.5,64.0,103.2,144.0,70.26315789473684,126.63333333333334,137.13333333333333,223.96666666666667,144.63333333333333,75.3,57.91666666666666,119.93333333333334
2020-10,181.96774193548387,145.1290322580645,118.25806451612904,225.8709677419355,57.0,126.35483870967742,192.83870967741936,119.83870967741936,77.33333333333333,150.5806451612903,206.7741935483871,154.6451612903226,250.48387096774192,144.09677419354838,95.35483870967742,224.74193548387095,131.6451612903226,160.5806451612903,184.7741935483871,213.4193548387097,87.37931034482759,170.19354838709677,160.5806451612903,64.0,105.16129032258064,154.0,78.5,124.3225806451613,146.83870967741936,178.74193548387098,150.83870967741936,72.91666666666667,69.0,129.83870967741936
2020-11,174.33333333333334,142.96666666666667,124.3,260.93333333333334,57.0,157.6,221.66666666666663,131.46666666666667,92.54166666666669,162.06666666666666,212.66666666666663,153.13333333333333,258.1666666666667,150.63333333333333,98.23333333333332,246.4333333333333,138.63333333333333,165.23333333333332,205.36666666666667,216.2,120.1,174.46666666666667,170.63333333333333,70.55555555555556,113.13333333333334,161.13333333333333,66.84615384615384,132.7,158.93333333333334,172.26666666666668,161.83333333333334,68.78260869565217,62.36363636363637,127.83333333333331
2020-12,187.3548387096774,173.93548387096774,136.5483870967742,288.03225806451616,57.0,132.06451612903226,221.4193548387097,136.1290322580645,76.48275862068965,192.03225806451613,230.67741935483872,177.5483870967742,281.16129032258067,156.1290322580645,111.2258064516129,390.61290322580646,139.6451612903226,183.6451612903226,227.4193548387097,225.16129032258064,84.83870967741936,182.4193548387097,179.03225806451613,64.625,130.96774193548387,171.4516129032258,69.52631578947368,137.67741935483872,157.19354838709677,181.6129032258065,183.32258064516128,79.89655172413794,62.54545454545455,129.80645161290323
2021-01,164.5806451612903,138.1290322580645,115.35483870967742,216.03225806451613,57.0,113.16129032258064,173.09677419354838,115.12903225806453,68.1304347826087,156.61290322580646,205.67741935483872,171.70967741935485,227.96774193548387,137.03225806451613,93.0,231.0,118.38709677419357,165.3548387096774,210.48387096774192,202.4516129032258,100.76666666666668,151.4193548387097,161.7741935483871,58.5,93.16129032258064,151.96774193548387,71.58333333333333,114.3225806451613,132.93548387096774,150.09677419354838,171.19354838709677,67.76470588235294,58.42857142857143,114.90322580645162
2021-02,163.25,129.10714285714286,111.42857142857144,194.4642857142857,,107.75,166.0,113.89285714285714,66.34782608695652,148.03571428571428,213.28571428571428,138.46428571428572,234.7142857142857,125.32142857142856,93.64285714285714,196.28571428571428,126.78571428571428,151.64285714285714,184.28571428571428,191.42857142857144,92.6923076923077,149.21428571428572,140.82142857142858,57.0,91.42857142857144,151.92857142857142,57.25,112.39285714285714,131.92857142857142,168.96428571428572,136.25,66.78571428571429,65.33333333333333,114.42857142857144
2021-03,198.1290322580645,154.16129032258064,145.03225806451613,234.6129032258065,57.0,132.4193548387097,203.67741935483872,130.2258064516129,87.14814814814815,174.3548387096774,229.2258064516129,158.2258064516129,278.35483870967744,138.83870967741936,124.4516129032258,244.29032258064515,150.83870967741936,190.80645161290323,205.6451612903226,225.1290322580645,99.73333333333332,182.9032258064516,164.06451612903226,66.6923076923077,116.96774193548389,171.29032258064515,75.875,134.19354838709677,156.16129032258064,173.38709677419354,166.51612903225808,82.96428571428571,65.375,124.35483870967742
2021-04,185.33333333333331,145.16666666666666,147.63333333333333,258.2333333333333,57.0,128.93333333333334,214.2333333333333,128.76666666666668,91.32142857142856,167.0,226.66666666666663,147.9,302.76666666666665,151.7,107.86666666666666,240.6,147.4,180.66666666666663,221.06666666666663,225.4333333333333,91.65517241379312,183.3,173.76666666666668,85.5,115.76666666666668,188.1,64.21052631578948,171.93333333333334,153.63333333333333,147.76666666666668,166.5,66.36,71.6470588235294,137.3
2021-05,190.4193548387097,155.1290322580645,134.51612903225808,258.8709677419355,57.0,131.48387096774192,219.8709677419355,135.09677419354838,79.14814814814815,182.7741935483871,248.1935483870968,160.96774193548387,313.6774193548387,153.1290322580645,117.93548387096774,257.51612903225805,159.19354838709677,188.25806451612905,221.1290322580645,232.80645161290323,96.3,196.4193548387097,182.80645161290323,87.33333333333333,108.41935483870968,177.74193548387098,64.8125,128.48387096774192,161.5806451612903,153.93548387096774,171.09677419354838,73.18518518518519,73.625,144.8709677419355
2021-06,177.86666666666667,150.5,166.63333333333333,255.7,57.333333333333336,137.23333333333332,205.96666666666667,130.16666666666666,84.44444444444444,174.56666666666666,234.03333333333333,172.4,290.6333333333333,155.86666666666667,106.66666666666669,225.56666666666663,150.66666666666666,182.16666666666663,210.86666666666667,214.76666666666668,107.23333333333332,191.9333333333333,175.56666666666666,58.5,122.16666666666669,178.7,74.5909090909091,135.23333333333332,158.76666666666668,142.3,165.03333333333333,83.48,63.3,128.8
2021-07,153.5483870967742,131.4516129032258,113.56666666666666,205.70967741935485,57.0,110.19354838709675,171.48387096774192,111.16129032258064,75.17241379310344,135.06451612903226,192.03225806451613,129.3548387096774,212.32258064516128,122.96774193548389,91.09677419354838,185.03225806451613,107.80645161290325,150.67741935483872,170.4193548387097,180.6129032258065,76.37931034482759,142.7741935483871,145.67741935483872,58.0,98.0,157.32258064516128,65.73333333333333,120.83870967741936,133.2258064516129,115.90322580645162,132.67741935483872,73.65384615384616,64.625,98.19354838709675
2021-08,165.8709677419355,133.67741935483872,102.70967741935485,208.6451612903226,57.75,116.09677419354838,170.83870967741936,117.09677419354838,84.35,145.5483870967742,202.6129032258065,140.51612903225808,226.0,129.70967741935485,107.43333333333334,203.0,130.61290322580646,157.67741935483872,176.51612903225808,188.0,88.3103448275862,149.51612903225808,145.96774193548387,57.0,101.19354838709675,152.29032258064515,76.375,117.3225806451613,136.70967741935485,135.70967741935485,140.74193548387098,76.20833333333333,57.0,109.96774193548389
2021-09,178.1,141.43333333333334,119.26666666666668,217.9,57.0,128.36666666666667,193.6,132.6,74.4,150.96666666666667,209.2333333333333,146.8,244.66666666666663,142.6,99.4,212.7,136.63333333333333,187.56666666666663,187.36666666666667,201.83333333333331,92.37037037037037,164.16666666666666,158.8,64.5,108.4,157.4,61.388888888888886,130.76666666666668,145.8,226.56666666666663,146.0,73.68181818181819,63.833333333333336,122.56666666666666
2021-10,179.80645161290323,143.67741935483872,125.35483870967742,214.7741935483871,57.66666666666666,127.19354838709675,208.80645161290323,130.2258064516129,83.72,156.4193548387097,218.3548387096774,158.61290322580646,244.80645161290323,155.51612903225808,114.2258064516129,223.4516129032258,141.1290322580645,186.74193548387095,195.58064516129036,216.67741935483872,98.2258064516129,173.51612903225808,168.19354838709677,57.7,95.2258064516129,159.6451612903226,63.80952380952381,131.16129032258064,145.74193548387098,176.1290322580645,161.4193548387097,70.57692307692308,57.625,122.3225806451613
2021-11,188.03333333333333,151.8,121.7,222.7333333333333,57.0,131.1,214.96666666666667,137.33333333333334,83.8,176.76666666666668,232.26666666666668,166.1,275.9,175.4,112.3,252.96666666666667,149.53333333333333,193.9,214.7333333333333,219.46666666666667,95.1,200.33333333333331,180.66666666666663,69.2,115.96666666666668,171.46666666666667,69.19047619047619,135.83333333333334,162.6,174.9,174.73333333333332,74.65384615384616,60.26315789473684,134.76666666666668
2021-12,190.32258064516128,158.48387096774192,143.29032258064515,231.93548387096772,58.0,136.51612903225808,230.0,131.7741935483871,82.43333333333334,203.0967741935484,230.96774193548387,182.0,284.61290322580646,180.96774193548387,105.5,364.8064516129032,168.8709677419355,192.3548387096774,225.6129032258065,235.70967741935485,90.38709677419357,201.16129032258064,204.0,57.0,135.0,179.0,69.6,136.5806451612903,171.5806451612903,179.5806451612903,192.1290322580645,76.78571428571429,76.23076923076923,136.3548387096774
2022-01,167.32258064516128,124.3225806451613,117.35483870967742,192.25806451612905,,105.58064516129032,177.3548387096774,115.7741935483871,67.96551724137932,155.16129032258064,219.16129032258064,159.38709677419354,232.67741935483872,136.80645161290323,103.80645161290325,228.0967741935484,155.5483870967742,179.61290322580646,204.7741935483871,210.8709677419355,90.51612903225806,164.70967741935485,240.6129032258065,69.2,111.1,150.8709677419355,62.0,120.38709677419357,137.5806451612903,144.03225806451613,172.61290322580646,61.833333333333336,80.6,124.03225806451611
2022-02,182.6071428571429,129.64285714285714,115.96428571428572,210.8571428571429,57.0,107.75,200.64285714285717,126.0,77.43478260869566,152.96428571428572,237.92857142857144,155.07142857142858,300.35714285714283,135.35714285714286,115.57142857142856,229.67857142857144,138.39285714285714,178.42857142857142,197.0,225.5,94.42857142857144,172.67857142857142,204.1071428571429,75.0,117.21428571428572,168.64285714285714,68.45454545454545,118.25,151.35714285714286,150.10714285714286,155.32142857142858,67.77272727272727,79.57142857142857,117.28571428571428
2022-03,195.70967741935485,152.96774193548387,145.6451612903226,234.96774193548387,61.0,135.03225806451613,221.74193548387095,131.16129032258064,96.64516129032258,168.2258064516129,251.74193548387095,167.0,293.51612903225805,156.80645161290323,138.51612903225808,232.1935483870968,156.1290322580645,189.58064516129036,226.6129032258065,239.5483870967742,105.87096774193547,193.67741935483872,185.38709677419357,66.5,132.96774193548387,168.7741935483871,68.875,148.8709677419355,169.06451612903226,164.5483870967742,167.06451612903226,91.14814814814817,70.61111111111111,139.61290322580646
2022-04,195.33333333333331,151.4,140.93333333333334,225.03333333333333,,142.8,226.4,138.83333333333334,85.71428571428571,171.86666666666667,258.26666666666665,166.5,284.2333333333333,168.2,128.23333333333332,234.7333333333333,161.73333333333332,196.53333333333333,222.3,238.7333333333333,106.86666666666666,191.56666666666663,190.0,80.75,121.83333333333331,172.0,78.92307692307692,166.13333333333333,175.7,160.9,165.43333333333334,94.875,79.18181818181819,144.33333333333334
2022-05,184.25806451612905,162.8709677419355,143.5806451612903,273.5483870967742,58.2,137.03225806451613,238.25806451612905,136.3548387096774,101.55172413793105,191.8709677419355,259.48387096774195,174.48387096774192,301.48387096774195,168.5806451612903,128.19354838709677,267.35483870967744,172.4516129032258,204.7741935483871,224.96774193548387,259.93548387096774,103.09677419354838,214.16129032258064,198.29032258064515,71.38461538461539,132.93548387096774,183.4193548387097,72.86363636363636,145.48387096774192,176.93548387096774,168.83870967741936,169.8709677419355,83.72413793103448,66.45,146.5483870967742
2022-06,166.93333333333334,156.76666666666668,143.63333333333333,254.4333333333333,,125.3,211.5,131.13333333333333,85.4,155.73333333333332,234.0,170.6,295.6,183.03333333333333,127.03333333333332,221.1,149.33333333333334,172.2,186.26666666666668,223.7,102.2,180.4,172.16666666666666,57.0,137.9,175.36666666666667,74.0,146.46666666666667,156.36666666666667,146.8,166.93333333333334,97.41666666666669,76.44444444444444,136.96666666666667
2022-07,155.19354838709677,127.12903225806453,129.93548387096774,195.51612903225808,57.0,115.61290322580643,175.38709677419354,114.96774193548389,71.4090909090909,135.8709677419355,193.2258064516129,138.3548387096774,227.29032258064515,137.5806451612903,101.93548387096774,185.6451612903226,129.4193548387097,161.74193548387098,162.70967741935485,189.0,89.2,150.25806451612902,153.06451612903226,,103.6,144.06451612903226,74.53333333333333,126.58064516129032,141.09677419354838,127.0,139.5483870967742,76.20833333333333,66.5,114.38709677419357
2022-08,157.4516129032258,134.5806451612903,118.25806451612904,209.83870967741936,59.0,112.61290322580643,169.96774193548387,113.87096774193547,84.68,140.7741935483871,203.3548387096774,152.32258064516128,225.7741935483871,128.4193548387097,110.3225806451613,193.06451612903223,136.1290322580645,163.8709677419355,165.51612903225808,198.67741935483872,89.32142857142857,151.03225806451613,148.16129032258064,,107.63333333333334,144.8709677419355,58.25,121.41935483870968,140.51612903225808,133.74193548387098,131.6451612903226,70.58333333333333,57.0,118.16129032258064
2022-09,176.63333333333333,141.93333333333334,119.36666666666666,217.96666666666667,57.0,113.0,190.7333333333333,135.5,79.14814814814815,152.7,199.4333333333333,140.3,248.8,145.36666666666667,112.0,204.9333333333333,145.03333333333333,164.33333333333334,186.9,209.13333333333333,77.17857142857143,168.5,162.23333333333332,57.57142857142857,114.93333333333334,152.0,63.63636363636363,130.0,136.13333333333333,280.43333333333334,143.83333333333334,67.72,58.0,130.06666666666666
2022-10,179.03225806451613,154.1290322580645,118.35483870967742,221.58064516129036,57.4,133.32258064516128,219.1290322580645,143.06451612903226,82.96428571428571,161.3548387096774,218.96774193548387,160.19354838709677,291.258064516129,154.51612903225808,120.06451612903226,233.70967741935485,148.51612903225808,182.96774193548387,194.0,237.80645161290323,85.86206896551724,186.2258064516129,167.5483870967742,62.41666666666666,119.41935483870968,156.19354838709677,64.33333333333333,138.6451612903226,149.48387096774192,197.3548387096774,169.48387096774192,79.43478260869566,70.6923076923077,131.67741935483872
2022-11,187.83333333333331,154.46666666666667,141.53333333333333,225.4,57.0,138.26666666666668,234.9333333333333,136.2,90.52,175.43333333333334,256.1333333333333,161.3,278.43333333333334,172.5,103.7,252.7333333333333,161.73333333333332,189.7,215.7333333333333,242.13333333333333,99.0,204.46666666666667,181.2333333333333,66.92307692307692,121.86666666666666,162.36666666666667,67.55555555555556,149.2,165.06666666666666,179.1,178.33333333333334,71.85185185185185,93.0,130.1
2022-12,178.48387096774192,151.5483870967742,144.5483870967742,254.51612903225808,57.0,138.16129032258064,199.16129032258064,122.38709677419357,73.82758620689656,191.0967741935484,237.0967741935484,183.83870967741936,268.3225806451613,160.83870967741936,109.09677419354838,254.67741935483872,150.93548387096774,225.3548387096774,226.9032258064516,223.25806451612905,91.7741935483871,184.6129032258065,230.25806451612905,57.0,138.6451612903226,163.6451612903226,73.05263157894737,146.09677419354838,155.83870967741936,181.32258064516128,195.7741935483871,68.14285714285714,62.69230769230769,138.90322580645162
2023-01,156.70967741935485,122.2258064516129,115.38709677419357,190.1290322580645,,102.80645161290325,167.5483870967742,110.29032258064515,70.63333333333334,136.70967741935485,198.3548387096774,,226.29032258064515,124.09677419354838,99.2258064516129,193.03225806451613,133.25806451612902,173.67741935483872,,186.38709677419357,85.8,146.7741935483871,178.5806451612903,,95.64516129032258,134.1290322580645,61.42857142857143,111.12903225806453,142.29032258064515,131.4193548387097,131.5806451612903,65.66666666666667,57.85714285714285,110.48387096774194
2023-02,174.5,141.32142857142858,117.75,223.7142857142857,,99.82142857142856,195.6071428571429,118.32142857142856,87.89285714285714,157.78571428571428,228.64285714285717,,270.60714285714283,157.14285714285714,125.75,233.32142857142856,143.25,183.03571428571428,,214.0,88.77777777777777,180.3571428571429,179.17857142857142,57.142857142857146,118.0,165.25,66.66666666666667,134.5,144.39285714285714,145.39285714285714,194.7142857142857,76.82608695652173,69.46666666666667,115.92857142857144
2023-03,177.09677419354838,147.19354838709677,130.90322580645162,239.1935483870968,,124.03225806451611,204.4516129032258,132.4193548387097,87.45161290322581,161.4516129032258,231.1290322580645,,263.35483870967744,152.67741935483872,117.74193548387096,232.38709677419357,147.29032258064515,177.51612903225808,,224.6129032258065,92.35483870967742,171.3548387096774,171.38709677419354,58.18181818181818,118.12903225806453,154.0,77.06666666666666,141.74193548387098,160.51612903225808,150.09677419354838,169.90322580645162,72.03571428571429,71.11111111111111,139.7741935483871
2023-04,169.53333333333333,145.33333333333334,135.03333333333333,232.86666666666667,,131.3,219.96666666666667,138.23333333333332,88.10714285714286,175.56666666666666,245.06666666666663,,316.43333333333334,162.83333333333334,121.36666666666666,227.46666666666667,156.96666666666667,188.26666666666668,,227.63333333333333,100.33333333333331,177.63333333333333,175.13333333333333,58.75,119.36666666666666,175.26666666666668,72.625,164.3,152.63333333333333,157.63333333333333,185.5,75.75,57.333333333333336,131.26666666666668
2023-05,179.1290322580645,156.6451612903226,135.67741935483872,266.2258064516129,,139.90322580645162,243.6129032258065,143.2258064516129,95.65517241379312,181.7741935483871,254.51612903225808,,290.5806451612903,173.96774193548387,110.35483870967742,263.6774193548387,175.09677419354838,202.16129032258064,,241.6451612903226,100.7741935483871,201.32258064516128,204.6451612903226,57.5,133.5483870967742,201.74193548387095,71.58823529411765,149.74193548387098,170.2258064516129,169.74193548387098,192.1290322580645,70.27586206896552,66.46153846153847,145.16129032258064
2023-06,189.06666666666663,172.8,152.03333333333333,280.43333333333334,,137.96666666666667,241.56666666666663,141.6,89.53333333333333,184.5,276.1333333333333,,320.43333333333334,193.56666666666663,120.8,250.8,170.1,213.46666666666667,,357.96666666666664,99.3,195.03333333333333,244.2,57.333333333333336,146.23333333333332,185.9333333333333,75.48,152.9,180.66666666666663,170.83333333333334,190.86666666666667,89.65384615384616,70.84615384615384,136.83333333333334
2023-07,160.61290322580646,138.2258064516129,115.6774193548387,226.58064516129036,,110.70967741935485,179.4193548387097,122.48387096774194,63.91666666666666,149.67741935483872,201.93548387096772,,236.58064516129036,139.4193548387097,103.74193548387096,206.32258064516128,135.96774193548387,181.80645161290323,,454.1612903225807,91.58064516129032,150.61290322580646,164.83870967741936,57.0,107.09677419354838,140.90322580645162,70.0,131.16129032258064,133.96774193548387,139.03225806451613,157.32258064516128,81.29166666666667,57.4,140.06451612903226
2023-08,168.0,122.25806451612904,110.61290322580643,213.96774193548387,,110.56666666666666,172.51612903225808,122.64516129032258,74.77272727272727,141.16129032258064,186.03225806451613,,230.03225806451613,133.4516129032258,116.64516129032258,205.03225806451613,126.6774193548387,160.7741935483871,,332.4193548387097,81.33333333333333,146.61290322580646,154.96774193548387,86.5,106.19354838709675,145.83870967741936,69.6875,126.25806451612904,133.16129032258064,143.51612903225808,143.74193548387098,76.48,57.285714285714285,112.7741935483871
2023-09,180.26666666666668,135.8,116.96666666666668,213.53333333333333,,108.76666666666668,186.03333333333333,117.63333333333334,79.77272727272727,141.06666666666666,191.83333333333331,,232.83333333333331,137.2,114.63333333333334,203.8,140.3,162.76666666666668,,192.4333333333333,90.3793103448276,152.16666666666666,170.26666666666668,57.125,97.3,147.96666666666667,67.9375,120.03333333333332,143.93333333333334,180.16666666666663,145.66666666666666,75.14285714285714,66.64285714285714,112.3
2023-10,172.61290322580646,146.09677419354838,116.70967741935485,223.3548387096774,,120.61290322580643,207.25806451612905,129.90322580645162,83.39285714285714,146.7741935483871,216.16129032258064,,247.3548387096774,143.6451612903226,103.35483870967742,232.16129032258064,139.38709677419354,160.4193548387097,,205.7741935483871,99.03225806451611,165.83870967741936,165.4193548387097,76.66666666666667,107.83870967741936,158.1290322580645,64.9375,129.32258064516128,141.61290322580646,162.1290322580645,153.38709677419354,72.68181818181819,62.45454545454545,134.70967741935485
2023-11,166.26666666666668,143.73333333333332,130.0,225.56666666666663,,121.73333333333332,206.63333333333333,129.13333333333333,88.26666666666667,154.23333333333332,213.7,,246.03333333333333,149.6,114.86206896551724,232.7333333333333,144.56666666666666,170.03333333333333,,203.9333333333333,92.3793103448276,169.63333333333333,166.6,57.75,110.56666666666666,154.76666666666668,61.625,136.0,151.06666666666666,166.66666666666666,159.46666666666667,74.43478260869566,57.0,133.8
2023-12,169.2258064516129,134.25806451612902,122.61290322580643,212.38709677419357,,121.19354838709675,205.58064516129036,122.35483870967742,83.72413793103448,178.0,215.67741935483872,,240.48387096774192,157.61290322580646,106.0,244.74193548387095,145.19354838709677,172.0,,203.25806451612905,86.20689655172414,172.38709677419354,163.90322580645162,62.91666666666666,123.19354838709675,162.83870967741936,61.6,125.09677419354838,150.80645161290323,179.4193548387097,170.93548387096774,80.12,68.0,142.19354838709677
